accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs,parsed_date,year,subtype,group_count,sampling_weight
PP_001MY1Q.1,A.D.1,2019-12-11,United Kingdom,NA,"Lin, G.-L.; Drysdale, S. B.; Snape, M. D.; O'Connor, D.; Brown, A.; MacIntyre-Cockett, G.; Mellado-Gomez, E.; de Cesare, M.; Bonsall, D.; Ansari, M. A.; Oner, D.; Aerssens, J.; Butler, C.; Bont, L.; Openshaw, P.; Martinon-Torres, F.; Nair, H.; Bowden, R.; Golubchik, T.; Pollard, A. J.","Oxford Vaccine Group, Department of Paediatrics, University of Oxford",Homo sapiens,15276,2021-08-18,MZ515986.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,MZ515986.1,NA,NA,OX02-9216-D09,0,0,2019-12-11T00:00:00Z,2019,RSV-A,130,0.08770580193070293
PP_001Q0P5.2,A.D.3,2018,Taiwan,NA,"Lee, C. Y.","Chang Bing Show Chwan Memorial Hospital, Department of Pediatrics",Homo sapiens,1725,2023-05-01,OP690187.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OP690187.1,NA,NA,TVGH-A45,0,0,2018-01-01T00:00:00Z,2018,RSV-A,27,0.19245008972987526
PP_001UQP7.1,A.3.1,2011-01-10,Germany,NA,"Kondgen, S.; Reiche, J.",Robert Koch Institut,Homo sapiens,15167,2024-02-13,OR795332.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.999343185550082,NA,NA,OR795332.1,NA,NA,hRSV/A/Germany/11-00953/2011,0,0,2011-01-10T00:00:00Z,2011,RSV-A,9,0.3333333333333333
PP_001T9TG.2,A.D,2018,Australia,NA,"Pangesti, K. N. A.; Ansari, H. R.; Bayoumi, A.; Kesson, A. M.; Hill-Cawthorne, G. A.; Abd El Ghany, M.","Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology",Homo sapiens,14768,2023-08-09,OQ941768.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.970049261083744,NA,NA,OQ941768.1,NA,NA,RSVA/Australia/98_S113/2018,0,0,2018-01-01T00:00:00Z,2018,RSV-A,78,0.11322770341445956
PP_001RWHK.1,A.D.1,2018-03-12,USA,New York,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ277090.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ277090.1,NA,NA,Osmt18_1051,0,0,2018-03-12T00:00:00Z,2018,RSV-A,298,0.057928444636349226
PP_004MNKU.1,A.D.5.2,2026-01-26,Spain,Catalonia,"Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,Homo sapiens,15197,2026-03-04,hRSV/A/Spain/CT-HUVH-781282/2026,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121926017,0.9979638752052544,NA,NA,NA,NA,NA,NA,0,2,2026-01-26T00:00:00Z,2026,RSV-A,63,0.1259881576697424
PP_001MSE4.1,A.D.3,2019-12-30,Spain,NA,"Lin, G.-L.; Drysdale, S. B.; Snape, M. D.; O'Connor, D.; Brown, A.; MacIntyre-Cockett, G.; Mellado-Gomez, E.; de Cesare, M.; Bonsall, D.; Ansari, M. A.; Oner, D.; Aerssens, J.; Butler, C.; Bont, L.; Openshaw, P.; Martinon-Torres, F.; Nair, H.; Bowden, R.; Golubchik, T.; Pollard, A. J.","Oxford Vaccine Group, Department of Paediatrics, University of Oxford",Homo sapiens,15278,2021-08-18,MZ515619.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,MZ515619.1,NA,NA,SE01A-0160-V02,0,0,2019-12-30T00:00:00Z,2019,RSV-A,120,0.09128709291752768
PP_001UHRA.1,A.D.3,2020,China,NA,"Fu, Y.; Li, Q.; Li, F.; Huang, L.; Zhang, H.; Chen, X.; Xie, Z.","Laboratory of Infection and Virology, Beijing Pediatric Research Institute, Beijing Children's Hospital, Beijing Key Laboratory of Pediatric Respiratory Infectious Diseases",Homo sapiens,1725,2023-10-25,OR570415.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OR570415.1,NA,NA,20200285/BJ/CHN/2020,0,0,2020-01-01T00:00:00Z,2020,RSV-A,55,0.13483997249264842
PP_001SVR2.1,A.D.1,2021-05-03,USA,Texas,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ278220.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ278220.1,NA,NA,50710604,0,0,2021-05-03T00:00:00Z,2021,RSV-A,31,0.1796053020267749
PP_001YQGE.1,A.D.1.9,2024-11-20,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15170,2025-03-04,PV178204.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN46281834,0.9963875205254517,NA,NA,PV178204.1,SRR32472900,NA,RSV-A/human/USA/MA-Broad_MGH-22564/2024,1,0,2024-11-20T00:00:00Z,2024,RSV-A,1010,0.03146583877637763
PP_001SJYZ.1,A.D.1,2019-12-05,USA,Oregon,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ277853.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ277853.1,NA,NA,246400501,0,0,2019-12-05T00:00:00Z,2019,RSV-A,799,0.03537745688386125
PP_001Z4W3.1,A.D.3,2022-11-03,China,NA,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15225,2025-04-02,PV367329.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,PV367329.1,NA,NA,A-22S146,0,0,2022-11-03T00:00:00Z,2022,RSV-A,15,0.2581988897471611
PP_0052881.1,A.D.3.1,2024-11-14,USA,Georgia,"Smith, K.; Martinez, J.; Yu, H.; Umunna, C.; Ramaiah, A.; Heck, M.; Kersh, E.","Georgia Public Health Laboratory, Bioinformatics",Homo sapiens,15088,2026-03-03,PZ050366.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN54904244,0.9752380952380952,NA,NA,PZ050366.1,SRR37087895,NA,GPHL-RSV-0003,0,242,2024-11-14T00:00:00Z,2024,RSV-A,1010,0.03146583877637763
PP_001Y2RH.1,A.D.3,2023-12-04,France,NA,"Fourati, S.; Rameix Welti, M.-A.","Hospital Henri Mondor - APHP, Department of Virology",Homo sapiens,15225,2024-12-18,PQ762881.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9992118226600986,NA,NA,PQ762881.1,NA,NA,031-0006,0,3,2023-12-04T00:00:00Z,2023,RSV-A,500,0.044721359549995794
PP_0030HZF.2,A.D,2019-12-28,Spain,Catalonia,"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,NA,15192,2025-06-30,hRSV/A/Spain/CT-HUVH-162132/2019,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118626909,0.9978981937602628,NA,NA,OZ279848.1,NA,NA,NA,0,0,2019-12-28T00:00:00Z,2019,RSV-A,120,0.09128709291752768
PP_001X0G6.1,A.D.1.6,2023-10-30,Ireland,NA,"Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.","University College Dublin, National Virus Reference Laboratory",Homo sapiens,15075,2024-08-06,PP969961.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9902134646962232,NA,NA,PP969961.1,NA,NA,A19160816,0,0,2023-10-30T00:00:00Z,2023,RSV-A,62,0.1270001270001905
PP_001QHLU.1,A.D.2.2,2019-07-06,Brazil,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ275580.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ275580.1,NA,NA,550102123,0,0,2019-07-06T00:00:00Z,2019,RSV-A,54,0.13608276348795434
PP_001SXWQ.1,A.D,2017-07-04,South Africa,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ278293.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ278293.1,NA,NA,SA18_143,0,0,2017-07-04T00:00:00Z,2017,RSV-A,15,0.2581988897471611
PP_004JGWJ.1,A.D,2015-01-26,Germany,NA,"Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas","Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf , Düsseldorf, Germany; Institute of Virology , University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Institute for Hygiene and Public Health, University Hospital Bonn, Bonn, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Medical Microbiology and Hospital Hygiene, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany",Homo sapiens,14814,2026-02-10,hRSV/A/Germany/NRW-HHU-35/2015,Institute of Virology Düsseldorf,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121347120,0.9730049261083744,NA,Düsseldorf,OZ411997.1,NA,NA,NA,0,0,2015-01-26T00:00:00Z,2015,RSV-A,8,0.35355339059327373
PP_001H888.2,A.2.1.1,2012-10-07,China,NA,"Su, Y.; Wu, Y.; Tian, R.; Liang, G.","Fujian Provincial Hospital, Department of Clinical Laboratory",Homo sapiens,1665,2019-12-31,MF445948.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,MF445948.1,NA,NA,FJ121007-12,0,0,2012-10-07T00:00:00Z,2012,RSV-A,51,0.14002800840280097
PP_004JJXE.1,A.D.3.11,2024-12-11,Germany,NA,"Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas","Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf , Düsseldorf, Germany; Institute of Virology , University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Institute for Hygiene and Public Health, University Hospital Bonn, Bonn, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Medical Microbiology and Hospital Hygiene, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany",Homo sapiens,14813,2026-02-10,hRSV/A/Germany/NRW-HHU-154/2024,Institute of Virology Düsseldorf,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121347154,0.9730049261083744,NA,Düsseldorf,OZ411949.1,NA,NA,NA,0,0,2024-12-11T00:00:00Z,2024,RSV-A,27,0.19245008972987526
PP_001HL7Y.1,A.D,2015,China,NA,"Chen, X.; Xu, B.; Guo, J.; Li, C.; An, S.; Zhou, Y.; Chen, A.; Deng, L.; Fu, Z.; Zhu, Y.; Liu, C.; Xu, L.; Wang, W.; Shen, K.; Xie, Z.","Beijing Pediatric Research Institute, Beijing Children's Hospital, Capital Medical University, National Center for Children's Health, Virology Laborotary",Homo sapiens,1725,2018-04-01,MF978519.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,MF978519.1,NA,NA,RSVA-CAP-33/BJ/2015,0,0,2015-01-01T00:00:00Z,2015,RSV-A,180,0.07453559924999299
PP_001STBZ.1,A.D.1,2020-02-17,USA,Pennsylvania,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ278138.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ278138.1,NA,NA,70100540,0,0,2020-02-17T00:00:00Z,2020,RSV-A,726,0.037113480951260276
PP_001GXF8.1,A.D,2021-10-06,Japan,NA,"Ichikawa, Y.; Saito, R.","Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510",Homo sapiens,15225,2025-02-04,LC862061.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,LC862061.1,NA,NA,HRSV/A/Japan/21U035iso/2021,0,0,2021-10-06T00:00:00Z,2021,RSV-A,30,0.18257418583505536
PP_001BRS1.1,A.2.1,2013,USA,Tennessee,"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.",Broad Institute of MIT & Harvard,Homo sapiens,15090,2014-06-03,KJ643573.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9957307060755336,NA,NA,KJ643573.1,NA,NA,RSV-A/US/BID-V9529/2013,0,0,2013-01-01T00:00:00Z,2013,RSV-A,263,0.061662641597820735
PP_001XQYH.1,A.D.3.2,2024-06-21,Panama,NA,"Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.","Gorgas Memorial Institute of Health Studies, Department of Research in Virology and Biotechnology",Homo sapiens,15214,2024-11-25,PQ618049.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9991461412151068,NA,NA,PQ618049.1,NA,NA,hRSV/A/Panama/ICGES-363/2024,0,0,2024-06-21T00:00:00Z,2024,RSV-A,17,0.24253562503633297
PP_001HQEE.1,A.D,2015,China,NA,"Chen, X.; Xu, B.; Guo, J.; Li, C.; An, S.; Zhou, Y.; Chen, A.; Deng, L.; Fu, Z.; Zhu, Y.; Liu, C.; Xu, L.; Wang, W.; Shen, K.; Xie, Z.","Beijing Pediatric Research Institute, Beijing Children's Hospital, Capital Medical University, National Center for Children's Health, Virology Laborotary",Homo sapiens,1725,2018-04-01,MF978662.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,MF978662.1,NA,NA,RSVA-WZ-474/ZJ/2015,0,0,2015-01-01T00:00:00Z,2015,RSV-A,180,0.07453559924999299
PP_001Y76H.1,A.D.5.2,2024-02-12,France,NA,"Fourati, S.; Rameix Welti, M.-A.","Hospital Henri Mondor - APHP, Department of Virology",Homo sapiens,14947,2024-12-18,PQ763044.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9125779967159278,NA,NA,PQ763044.1,NA,NA,009-0001,0,1057,2024-02-12T00:00:00Z,2024,RSV-A,71,0.11867816581938533
PP_001LACS.2,A.D,2017-03-23,Australia,NA,"Robertson, M.; Eden, J.-S.; Levy, A.; Carter, I.; Tulloch, R. L.; Cutmore, E. J.; Horsburgh, B. A.; Sikazwe, C. T.; Dwyer, D. E.; Smith, D. W.; Kok, J.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,15202,2021-03-24,MW160771.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9982922824302136,NA,NA,MW160771.1,NA,NA,A/WA/PW6360608C/2017,0,0,2017-03-23T00:00:00Z,2017,RSV-A,42,0.1543033499620919
PP_003UNA0.1,A.D,2017-02-22,USA,NA,"Porter, D. P.; Guo, Y.; Perry, J.; Gossage, D. L.; Watkins, T. R.; Chien, J. W.; Jordan, R.","Gilead Sciences, Inc., Clinical Virology",Homo sapiens,1716,2020-06-29,MT543668.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11270935960591132,NA,NA,MT543668.1,NA,NA,Subject0121_BL_F,0,0,2017-02-22T00:00:00Z,2017,RSV-A,422,0.04867923835112355
PP_001PNW5.1,A.D.2.2.1,2016-06-27,Argentina,"Buenos Aires, Jose C. Paz","Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.","Ricardo Gutierrez Children's Hospital, Virology Laboratory",Homo sapiens,15211,2023-02-11,ON237289.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.999080459770115,NA,NA,ON237289.1,NA,NA,HRSV/A/Argentina/BA-HNRG-270/2016,0,0,2016-06-27T00:00:00Z,2016,RSV-A,25,0.2
PP_001QTKL.1,A.D.2.2,2020-02-20,Canada,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ275864.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ275864.1,NA,NA,10203038,0,0,2020-02-20T00:00:00Z,2020,RSV-A,51,0.14002800840280097
PP_0030AGP.2,A.D.1.5,2023-12-18,Spain,Catalonia,"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,NA,15196,2025-06-30,hRSV/A/Spain/CT-HUAV-305981/2024,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118625773,0.9978325123152708,NA,NA,OZ280512.1,NA,NA,NA,0,1,2023-12-18T00:00:00Z,2023,RSV-A,206,0.06967330142916177
PP_0046RV2.2,A.D.3.2,2024-12-31,Nepal,Kathmandu,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15166,2025-09-24,hRSV/A/Nepal/NPHL0016/2024,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120260717,0.9960591133004926,NA,NA,OZ334640.1,NA,NA,NA,0,1,2024-12-31T00:00:00Z,2024,RSV-A,6,0.4082482904638631
